전기차 충전소 설치현황 ( 20230525 현재 ),,,,,
"시도 : 부산광역시, 시군구 : ALL",,,,,
시구,설치장소,주소,급속충전기(대),완속충전기(대),지원차종
부산광역시,수변어린이공원 공영주차장,부산광역시 수영구 민락동 110-15,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,수영구 스포츠문화타운,부산광역시 수영구 광안동 1333,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,수영구청,부산광역시 수영구 남천동 148-15,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,거제1동 공영주차장,부산광역시 연제구 거제동 1466-17,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,거제2차현대홈타운,부산광역시 연제구 거제동 1479,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,거제동월드메르디앙 아파트,부산광역시 연제구 거제동 1468-1,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,거제동일동미라주리버 아파트,부산광역시 연제구 거제동 1515,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,거제동푸르지오,부산광역시 연제구 거제동 1506,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,거제삼정그린코아,부산광역시 연제구 거제동 1272,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,과정공영주차장,부산광역시 연제구 연산동 1062-1,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,롯데캐슬피렌체아파트,부산광역시 연제구 거제동 1510,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,연산경동메르빌,부산광역시 연제구 연산동 2298,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,연산선경 아파트,부산광역시 연제구 연산동 2235-4,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,연산자이 아파트,부산광역시 연제구 연산동 2262,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,연산한양 아파트,부산광역시 연제구 연산동 388-1,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,연제구청,부산광역시 연제구 연산동 1555-1,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,국립 해양박물관,부산광역시 영도구 동삼동 1156,4 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,영도지사,부산광역시 영도구 남항동2가 22-1,1 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,청학2동 공영주차장,부산광역시 영도구 청학동 99-229,2 ,0 ,"SM3 Z.E,테슬라"
부산광역시,태종대공원입구 주차장,부산광역시 영도구 동삼동 1011,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,부산 중구청,부산광역시 중구 대청동1가 1-4,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,오르미 복합문화주차타워,부산광역시 중구 보수동1가 41-45,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,(전주거치형)반여부산은행,부산광역시 해운대구 반여동 1291-562,0 ,1 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
부산광역시,(전주거치형)송정해수욕장,부산광역시 해운대구 송정동 714-24,1 ,1 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
부산광역시,(전주거치형)신선천주거지2,부산광역시 해운대구 반여동 1575-5,0 ,1 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
부산광역시,(전주거치형)장산로주거지1,부산광역시 해운대구 우동 1102-223,0 ,1 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
부산광역시,(전주거치형)장산로주거지2,부산광역시 해운대구 우동 1102-223,0 ,1 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
부산광역시,경남아너스빌아파트,부산광역시 해운대구 좌동 1375,0 ,6 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,남부산지사,부산광역시 해운대구 우동 1388-8,1 ,7 ,"SM3 Z.E,테슬라"
부산광역시,메가센텀꿈에그린아파트,부산광역시 해운대구 반여동 1662,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,반여농산물도매시장관리사업소,부산광역시 해운대구 반여동 559,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,반여도서관,부산광역시 해운대구 반여동 1575-78,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,벡스코,부산광역시 해운대구 우동 1500,3 ,0 ,"SM3 Z.E,테슬라"
부산광역시,벡스코 제2전시장 지하주차장,부산광역시 해운대구 우동 1413-4,3 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,부산디자인진흥원,부산광역시 해운대구 우동 1457,2 ,0 ,"SM3 Z.E,테슬라"
부산광역시,센텀동부센트레빌,부산광역시 해운대구 재송동 380-1,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,시립미술관,부산광역시 해운대구 우동 1413,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,신세계 센텀점,부산광역시 해운대구 우동 1495,2 ,0 ,"SM3 Z.E,테슬라"
부산광역시,아세안문화원,부산광역시 해운대구 좌동 1427,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,영화의전당,부산광역시 해운대구 우동 1467,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,지상변압기일체형(송정KT앞 ),부산광역시 해운대구 송정광어골로 42(Green Pole),1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,청사포 공영주차장,부산광역시 해운대구 중동 552,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,해운대구청별관,부산광역시 해운대구 재송동 1192,1 ,0 ,"SM3 Z.E,테슬라"
부산광역시,해운대더샵센텀누리 아파트,부산광역시 해운대구 재송동 1223,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산광역시,해운대메트로하이츠 아파트,부산광역시 해운대구 중동 149-1,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
